"id","order_code","priority","sequence_number","status","created_at","sku","quantity","source_order_id","source_status","source_row"
"ORD-V8LAD","ORD-V8LAD","urgent","1708","queued","2024-02-04T09:42:43.091186","PRD-C7GT-R163035","5","ORD-V8LAD","Pending","163036"
"ORD-ZE6VL","ORD-ZE6VL","urgent","1715","queued","2024-02-04T09:48:20.793659","PRD-MD7J-R1510","1","ORD-ZE6VL","Pending","1511"
"ORD-1BRX8","ORD-1BRX8","urgent","1716","queued","2024-02-04T09:48:46.782287","PRD-K34M-R217327","4","ORD-1BRX8","Pending","217328"
"ORD-TGTMT","ORD-TGTMT","normal","1729","queued","2024-02-04T10:00:10.725266","PRD-5ZG1-R920681","3","ORD-TGTMT","Pending","920682"
"ORD-UFHZR","ORD-UFHZR","normal","1734","queued","2024-02-04T10:02:36.127351","PRD-PSVD-R964328","1","ORD-UFHZR","Pending","964329"
"ORD-GWKWD","ORD-GWKWD","normal","1743","queued","2024-02-04T10:12:35.117251","PRD-0RZD-R815375","4","ORD-GWKWD","Pending","815376"
"ORD-EBS08","ORD-EBS08","normal","1746","queued","2024-02-04T10:15:43.586914","PRD-31CZ-R157495","3","ORD-EBS08","Pending","157496"
"ORD-95NUR","ORD-95NUR","high","1765","queued","2024-02-04T10:36:22.577076","PRD-ILFN-R468516","4","ORD-95NUR","Pending","468517"
"ORD-UPIG8","ORD-UPIG8","urgent","1766","queued","2024-02-04T10:36:26.347528","PRD-4R99-R530475","1","ORD-UPIG8","Pending","530476"
"ORD-9FT41","ORD-9FT41","normal","1770","queued","2024-02-04T10:43:34.679077","PRD-CBLA-R901619","2","ORD-9FT41","Pending","901620"
"ORD-ULDYT","ORD-ULDYT","normal","1773","queued","2024-02-04T10:50:15.012845","PRD-3OM5-R703638","3","ORD-ULDYT","Pending","703639"
"ORD-1HN8W","ORD-1HN8W","high","1778","queued","2024-02-04T10:54:37.926942","PRD-NVT3-R809647","1","ORD-1HN8W","Pending","809648"
"ORD-NIOWF","ORD-NIOWF","high","1781","queued","2024-02-04T10:58:20.847471","PRD-0NP0-R252253","5","ORD-NIOWF","Pending","252254"
"ORD-A148Z","ORD-A148Z","urgent","1796","queued","2024-02-04T11:19:12.289945","PRD-47HG-R696872","5","ORD-A148Z","Pending","696873"
"ORD-25R7C","ORD-25R7C","high","1819","queued","2024-02-04T11:38:24.709380","PRD-5XZJ-R886624","3","ORD-25R7C","Pending","886625"
"ORD-Q2U2P","ORD-Q2U2P","high","1826","queued","2024-02-04T11:42:17.654861","PRD-WCMM-R687297","4","ORD-Q2U2P","Pending","687298"
"ORD-72QQE","ORD-72QQE","normal","1845","queued","2024-02-04T11:59:25.277309","PRD-VSVM-R275444","3","ORD-72QQE","Pending","275445"
"ORD-VJS10","ORD-VJS10","normal","1853","queued","2024-02-04T12:14:14.720100","PRD-KCI2-R365979","5","ORD-VJS10","Pending","365980"
"ORD-IQY7F","ORD-IQY7F","normal","1856","queued","2024-02-04T12:17:13.220893","PRD-ZLZ9-R652491","3","ORD-IQY7F","Pending","652492"
"ORD-9YMAC","ORD-9YMAC","normal","1866","queued","2024-02-04T12:27:54.893724","PRD-1U9X-R960502","1","ORD-9YMAC","Pending","960503"
"ORD-6B2SG","ORD-6B2SG","urgent","1868","queued","2024-02-04T12:34:06.123790","PRD-DWRZ-R690575","2","ORD-6B2SG","Pending","690576"
"ORD-TZNQG","ORD-TZNQG","high","1870","queued","2024-02-04T12:38:15.304898","PRD-0Q39-R563236","4","ORD-TZNQG","Pending","563237"
"ORD-BZU5U","ORD-BZU5U","normal","1873","queued","2024-02-04T12:39:41.230717","PRD-2I6K-R29971","3","ORD-BZU5U","Pending","29972"
"ORD-Q9OIG","ORD-Q9OIG","urgent","1875","queued","2024-02-04T12:43:16.753912","PRD-9S26-R168196","2","ORD-Q9OIG","Pending","168197"
"ORD-U09CO","ORD-U09CO","high","1906","queued","2024-02-04T13:09:19.475203","PRD-RDH5-R106650","4","ORD-U09CO","Pending","106651"
"ORD-6DGM8","ORD-6DGM8","normal","1907","queued","2024-02-04T13:09:41.333544","PRD-2ZAQ-R315097","2","ORD-6DGM8","Pending","445256"
"ORD-0GP09","ORD-0GP09","urgent","1912","queued","2024-02-04T13:20:28.073707","PRD-60C5-R532554","2","ORD-0GP09","Pending","532555"
"ORD-IK3WE","ORD-IK3WE","urgent","1935","queued","2024-02-04T13:52:40.379422","PRD-F7HH-R939976","2","ORD-IK3WE","Pending","939977"
"ORD-2PIUK","ORD-2PIUK","normal","1949","queued","2024-02-04T14:09:59.216734","PRD-ZYSI-R113114","3","ORD-2PIUK","Pending","113115"
"ORD-IBEXC","ORD-IBEXC","high","1954","queued","2024-02-04T14:14:02.245576","PRD-OZOT-R414160","2","ORD-IBEXC","Pending","414161"
"ORD-PPRK3","ORD-PPRK3","normal","1955","queued","2024-02-04T14:14:27.707062","PRD-NXRJ-R259311","3","ORD-PPRK3","Pending","259312"
"ORD-H8DDA","ORD-H8DDA","urgent","1961","queued","2024-02-04T14:20:17.711119","PRD-5MVE-R953848","1","ORD-H8DDA","Pending","953849"
"ORD-M4KFK","ORD-M4KFK","high","1965","queued","2024-02-04T14:24:40.969087","PRD-4H38-R967232","3","ORD-M4KFK","Pending","967233"
"ORD-J57XY","ORD-J57XY","urgent","1967","queued","2024-02-04T14:27:08.125162","PRD-3FK0-R245618","2","ORD-J57XY","Pending","245619"
"ORD-AJ9TK","ORD-AJ9TK","normal","1989","queued","2024-02-04T14:57:39.311217","PRD-LDE3-R314000","3","ORD-AJ9TK","Pending","314001"
"ORD-VOS89","ORD-VOS89","high","1994","queued","2024-02-04T15:04:55.505615","PRD-UAC8-R124839","5","ORD-VOS89","Pending","124840"
"ORD-1CUX4","ORD-1CUX4","urgent","2004","queued","2024-02-04T15:15:37.673484","PRD-SQ0Y-R393975","1","ORD-1CUX4","Pending","393976"
"ORD-3TCOV","ORD-3TCOV","urgent","2008","queued","2024-02-04T15:22:11.107142","PRD-IGDB-R846202","1","ORD-3TCOV","Pending","846203"
"ORD-JWX3H","ORD-JWX3H","urgent","2016","queued","2024-02-04T15:28:54.237524","PRD-F1RL-R579746","3","ORD-JWX3H","Pending","579747"
"ORD-KSRYP","ORD-KSRYP","normal","2028","queued","2024-02-04T15:41:11.238191","PRD-RBLD-R851979","3","ORD-KSRYP","Pending","851980"
"ORD-LKM2E","ORD-LKM2E","urgent","2075","queued","2024-02-04T16:31:57.859868","PRD-A6AO-R33212","2","ORD-LKM2E","Pending","33213"
"ORD-68GXJ","ORD-68GXJ","normal","2080","queued","2024-02-04T16:34:05.429406","PRD-IV32-R415314","2","ORD-68GXJ","Pending","415315"
"ORD-X2154","ORD-X2154","normal","2081","queued","2024-02-04T16:35:45.293052","PRD-5PJ4-R964592","2","ORD-X2154","Pending","964593"
"ORD-A9UP1","ORD-A9UP1","high","2084","queued","2024-02-04T16:36:11.329020","PRD-HZMC-R898511","3","ORD-A9UP1","Pending","898512"
"ORD-PIJHZ","ORD-PIJHZ","urgent","2092","queued","2024-02-04T16:40:21.671576","PRD-WU6K-R112996","3","ORD-PIJHZ","Pending","112997"
"ORD-OYV8Y","ORD-OYV8Y","high","2101","queued","2024-02-04T16:53:51.397900","PRD-1YLP-R776008","5","ORD-OYV8Y","Pending","776009"
"ORD-YC4HI","ORD-YC4HI","high","2102","queued","2024-02-04T16:54:04.808506","PRD-D4F8-R6180","3","ORD-YC4HI","Pending","6181"
"ORD-ERRZ9","ORD-ERRZ9","high","2114","queued","2024-02-04T17:05:00.431635","PRD-1335-R177876","4","ORD-ERRZ9","Pending","177877"
"ORD-17G28","ORD-17G28","high","2115","queued","2024-02-04T17:06:59.161547","PRD-8FPQ-R73127","2","ORD-17G28","Pending","73128"
"ORD-6RZ2E","ORD-6RZ2E","urgent","2116","queued","2024-02-04T17:09:12.139957","PRD-84TB-R256977","3","ORD-6RZ2E","Pending","256978"
"ORD-TEGWB","ORD-TEGWB","urgent","2134","queued","2024-02-04T17:33:15.342693","PRD-HUKM-R873000","1","ORD-TEGWB","Pending","873001"
"ORD-FLXHN","ORD-FLXHN","normal","2138","queued","2024-02-04T17:38:53.165104","PRD-8TI7-R635012","2","ORD-FLXHN","Pending","635013"
"ORD-OGK8X","ORD-OGK8X","urgent","2139","queued","2024-02-04T17:41:11.360001","PRD-GCJL-R262332","4","ORD-OGK8X","Pending","262333"
"ORD-C6PFD","ORD-C6PFD","normal","2150","queued","2024-02-04T17:48:03.677263","PRD-W6YB-R355229","2","ORD-C6PFD","Pending","355230"
"ORD-K4MDM","ORD-K4MDM","normal","2197","queued","2024-02-04T18:36:13.607560","PRD-60SG-R831696","1","ORD-K4MDM","Pending","831697"
"ORD-YHRFB","ORD-YHRFB","normal","2210","queued","2024-02-04T18:51:19.117311","PRD-J2VS-R258837","4","ORD-YHRFB","Pending","258838"
"ORD-4ML8M","ORD-4ML8M","high","2211","queued","2024-02-04T18:51:59.145543","PRD-ZBBT-R19272","1","ORD-4ML8M","Pending","19273"
"ORD-2M3IP","ORD-2M3IP","normal","2220","queued","2024-02-04T19:01:51.256001","PRD-9VQX-R301864","4","ORD-2M3IP","Pending","301865"
"ORD-U1VRG","ORD-U1VRG","urgent","2222","queued","2024-02-04T19:04:10.379621","PRD-ZJ2I-R760643","1","ORD-U1VRG","Pending","760644"
"ORD-47Q70","ORD-47Q70","high","2223","queued","2024-02-04T19:06:13.550805","PRD-L65Q-R709660","2","ORD-47Q70","Pending","709661"
"ORD-RRHNK","ORD-RRHNK","normal","2253","queued","2024-02-04T19:36:13.734937","PRD-MKFI-R441912","2","ORD-RRHNK","Pending","441913"
"ORD-MW7QB","ORD-MW7QB","normal","2288","queued","2024-02-04T20:10:09.726319","PRD-IN9O-R858049","3","ORD-MW7QB","Pending","858050"
"ORD-S988B","ORD-S988B","high","2290","queued","2024-02-04T20:12:23.489147","PRD-92H6-R790670","2","ORD-S988B","Pending","790671"
"ORD-2ORGX","ORD-2ORGX","normal","2292","queued","2024-02-04T20:15:19.801097","PRD-1LPV-R181142","4","ORD-2ORGX","Pending","181143"
"ORD-R9JVZ","ORD-R9JVZ","urgent","2296","queued","2024-02-04T20:19:38.707878","PRD-UGIR-R366247","1","ORD-R9JVZ","Pending","366248"
"ORD-26LHF","ORD-26LHF","urgent","2301","queued","2024-02-04T20:23:07.221366","PRD-AHPX-R674479","5","ORD-26LHF","Pending","674480"
"ORD-937KB","ORD-937KB","normal","2303","queued","2024-02-04T20:23:42.110062","PRD-OE4A-R229848","1","ORD-937KB","Pending","229849"
"ORD-7WXOD","ORD-7WXOD","high","2322","queued","2024-02-04T20:45:51.655202","PRD-UFIG-R313149","4","ORD-7WXOD","Pending","313150"
"ORD-V5BDA","ORD-V5BDA","high","2323","queued","2024-02-04T20:46:35.193006","PRD-MB7Z-R7781","5","ORD-V5BDA","Pending","7782"
"ORD-IF95F","ORD-IF95F","high","2329","queued","2024-02-04T20:50:39.228675","PRD-Z3KE-R580761","2","ORD-IF95F","Pending","580762"
"ORD-IKOD3","ORD-IKOD3","normal","2343","queued","2024-02-04T21:11:39.471531","PRD-GDJQ-R914415","4","ORD-IKOD3","Pending","914416"
"ORD-1PKLH","ORD-1PKLH","urgent","2346","queued","2024-02-04T21:21:10.357118","PRD-1TM5-R924692","5","ORD-1PKLH","Pending","924693"
"ORD-MESP6","ORD-MESP6","high","2347","queued","2024-02-04T21:24:34.948916","PRD-C7EE-R647030","2","ORD-MESP6","Pending","647031"
"ORD-JLR9A","ORD-JLR9A","urgent","2349","queued","2024-02-04T21:25:59.482501","PRD-53FV-R64531","5","ORD-JLR9A","Pending","64532"
"ORD-Z3HX7","ORD-Z3HX7","high","2368","queued","2024-02-04T21:49:12.335526","PRD-OB5G-R175930","5","ORD-Z3HX7","Pending","175931"
"ORD-CWBWP","ORD-CWBWP","high","2387","queued","2024-02-04T22:02:20.776749","PRD-QF0H-R872511","2","ORD-CWBWP","Pending","872512"
"ORD-7B2J2","ORD-7B2J2","high","2438","queued","2024-02-04T22:51:43.584541","PRD-R418-R725448","3","ORD-7B2J2","Pending","725449"
"ORD-SKKA3","ORD-SKKA3","high","2443","queued","2024-02-04T22:55:05.191004","PRD-V3J2-R611700","4","ORD-SKKA3","Pending","611701"
"ORD-N472O","ORD-N472O","urgent","2448","queued","2024-02-04T22:58:48.392334","PRD-5SOF-R176854","2","ORD-N472O","Pending","176855"
"ORD-0MDF4","ORD-0MDF4","urgent","2449","queued","2024-02-04T22:58:52.531658","PRD-HU4H-R277502","4","ORD-0MDF4","Pending","277503"
"ORD-N7U48","ORD-N7U48","high","2459","queued","2024-02-04T23:04:30.626387","PRD-VSHT-R201322","2","ORD-N7U48","Pending","201323"
"ORD-IHZU3","ORD-IHZU3","high","2471","queued","2024-02-04T23:20:17.492955","PRD-RRVP-R169088","5","ORD-IHZU3","Pending","169089"
"ORD-P1WY9","ORD-P1WY9","high","2477","queued","2024-02-04T23:28:36.623459","PRD-9DG3-R147575","5","ORD-P1WY9","Pending","147576"
"ORD-RO8FS","ORD-RO8FS","high","2478","queued","2024-02-04T23:30:11.238496","PRD-LMWE-R388703","2","ORD-RO8FS","Pending","654930"
"ORD-8CH66-R911100","ORD-8CH66-R911100","normal","2483","queued","2024-02-04T23:33:15.794022","PRD-7PL1-R911100","4","ORD-8CH66","Pending","911101"
"ORD-Z6Z7Z","ORD-Z6Z7Z","urgent","2488","queued","2024-02-04T23:41:12.592499","PRD-WZLI-R539086","3","ORD-Z6Z7Z","Pending","539087"
"ORD-PLZBO","ORD-PLZBO","high","2489","queued","2024-02-04T23:41:55.806848","PRD-VRFJ-R355722","3","ORD-PLZBO","Pending","355723"
"ORD-S2D6A","ORD-S2D6A","urgent","2500","queued","2024-02-04T23:56:29.565521","PRD-B4W8-R548006","3","ORD-S2D6A","Pending","548007"
"ORD-Z3ZLX","ORD-Z3ZLX","high","2535","queued","2024-02-05T00:36:56.217186","PRD-7OMO-R919758","3","ORD-Z3ZLX","Pending","919759"
"ORD-9QCV6","ORD-9QCV6","urgent","2540","queued","2024-02-05T00:46:07.440453","PRD-RKR3-R57038","1","ORD-9QCV6","Pending","57039"
"ORD-8OJBV","ORD-8OJBV","normal","2541","queued","2024-02-05T00:47:15.706949","PRD-IPPF-R306310","2","ORD-8OJBV","Pending","306311"
"ORD-4J41I","ORD-4J41I","urgent","2555","queued","2024-02-05T01:04:15.480555","PRD-ETR2-R518656","3","ORD-4J41I","Pending","518657"
"ORD-I8NR3","ORD-I8NR3","normal","2560","queued","2024-02-05T01:13:14.036721","PRD-D1AT-R212965","5","ORD-I8NR3","Pending","212966"
"ORD-8U8GY","ORD-8U8GY","urgent","2566","queued","2024-02-05T01:18:01.323881","PRD-9J98-R35425","5","ORD-8U8GY","Pending","35426"
"ORD-LC433","ORD-LC433","normal","2575","queued","2024-02-05T01:26:29.776517","PRD-CCA3-R602111","3","ORD-LC433","Pending","602112"
"ORD-2W6TC","ORD-2W6TC","normal","2579","queued","2024-02-05T01:30:57.500445","PRD-7DYU-R821406","1","ORD-2W6TC","Pending","821407"
"ORD-9VJ3O","ORD-9VJ3O","urgent","2581","queued","2024-02-05T01:31:44.976668","PRD-QCGG-R753130","3","ORD-9VJ3O","Pending","753131"
"ORD-7FWSX","ORD-7FWSX","high","2583","queued","2024-02-05T01:34:08.259119","PRD-E5QV-R199122","5","ORD-7FWSX","Pending","199123"
"ORD-7BY64","ORD-7BY64","high","2584","queued","2024-02-05T01:34:43.766402","PRD-UUBO-R801331","4","ORD-7BY64","Pending","801332"
"ORD-4DFE3","ORD-4DFE3","high","2603","queued","2024-02-05T01:57:53.198076","PRD-KALW-R527016","4","ORD-4DFE3","Pending","527017"
"ORD-TXGKR","ORD-TXGKR","urgent","2608","queued","2024-02-05T02:01:46.051971","PRD-FSDL-R713961","1","ORD-TXGKR","Pending","713962"
"ORD-3TBTA","ORD-3TBTA","normal","2622","queued","2024-02-05T02:16:38.860823","PRD-IM3P-R654229","4","ORD-3TBTA","Pending","654230"
"ORD-4Z356","ORD-4Z356","normal","2624","queued","2024-02-05T02:18:15.644312","PRD-MAJ3-R23168","4","ORD-4Z356","Pending","23169"
"ORD-YMESN","ORD-YMESN","high","2627","queued","2024-02-05T02:23:32.603335","PRD-O4N3-R892645","3","ORD-YMESN","Pending","892646"
"ORD-CG8I0","ORD-CG8I0","urgent","2644","queued","2024-02-05T02:38:27.405810","PRD-ZPCN-R178391","4","ORD-CG8I0","Pending","178392"
"ORD-WPFNL-R618001","ORD-WPFNL-R618001","high","2655","queued","2024-02-05T02:45:51.955300","PRD-JYLU-R618001","5","ORD-WPFNL","Pending","618002"
"ORD-5UYLI","ORD-5UYLI","urgent","2667","queued","2024-02-05T03:07:00.279271","PRD-KNQD-R40239","3","ORD-5UYLI","Pending","40240"
"ORD-BMSAQ","ORD-BMSAQ","high","2674","queued","2024-02-05T03:16:17.690645","PRD-I0LU-R724647","2","ORD-BMSAQ","Pending","724648"
"ORD-3DX1G","ORD-3DX1G","urgent","2683","queued","2024-02-05T03:25:46.647524","PRD-UE8R-R790940","4","ORD-3DX1G","Pending","790941"
"ORD-VS4UV","ORD-VS4UV","normal","2698","queued","2024-02-05T03:38:33.086730","PRD-AMRQ-R9319","2","ORD-VS4UV","Pending","9320"
"ORD-4GZ4B","ORD-4GZ4B","urgent","2729","queued","2024-02-05T04:17:47.277924","PRD-7SM4-R63478","2","ORD-4GZ4B","Pending","63479"
"ORD-CGZU1","ORD-CGZU1","normal","2731","queued","2024-02-05T04:19:27.099263","PRD-ORTA-R885419","2","ORD-CGZU1","Pending","885420"
"ORD-I1070","ORD-I1070","normal","2732","queued","2024-02-05T04:20:53.584616","PRD-49UD-R639506","1","ORD-I1070","Pending","639507"
"ORD-UC4K4","ORD-UC4K4","high","2770","queued","2024-02-05T05:03:44.888771","PRD-853L-R435896","4","ORD-UC4K4","Pending","435897"
"ORD-1B80T","ORD-1B80T","high","2777","queued","2024-02-05T05:09:40.210024","PRD-8WG8-R316098","2","ORD-1B80T","Pending","316099"
"ORD-3YDCD","ORD-3YDCD","normal","2793","queued","2024-02-05T05:24:49.525491","PRD-0I4P-R750181","3","ORD-3YDCD","Pending","750182"
"ORD-7FBIP","ORD-7FBIP","normal","2797","queued","2024-02-05T05:27:46.023774","PRD-A2BO-R452297","3","ORD-7FBIP","Pending","452298"
"ORD-6KOHS","ORD-6KOHS","high","2800","queued","2024-02-05T05:29:54.909983","PRD-5SRC-R166129","3","ORD-6KOHS","Pending","166130"
"ORD-ZC5C4","ORD-ZC5C4","high","2820","queued","2024-02-05T05:45:46.723991","PRD-AR5A-R374323","4","ORD-ZC5C4","Pending","374324"
"ORD-DO5RG","ORD-DO5RG","normal","2853","queued","2024-02-05T06:17:53.874895","PRD-7FPP-R825256","3","ORD-DO5RG","Pending","825257"
"ORD-8DV06","ORD-8DV06","high","2881","queued","2024-02-05T06:50:50.199388","PRD-HN97-R355815","4","ORD-8DV06","Pending","355816"
"ORD-U86A9","ORD-U86A9","high","2904","queued","2024-02-05T07:19:03.181017","PRD-6B9X-R793949","5","ORD-U86A9","Pending","793950"
"ORD-HOIQU","ORD-HOIQU","urgent","2914","queued","2024-02-05T07:26:46.594168","PRD-KZ0L-R786614","5","ORD-HOIQU","Pending","786615"
"ORD-5FNC8","ORD-5FNC8","urgent","2915","queued","2024-02-05T07:27:20.393299","PRD-J123-R238410","5","ORD-5FNC8","Pending","238411"
"ORD-9J5ZG","ORD-9J5ZG","urgent","2918","queued","2024-02-05T07:30:46.763462","PRD-4H56-R453626","5","ORD-9J5ZG","Pending","453627"
"ORD-12YM3","ORD-12YM3","urgent","2931","queued","2024-02-05T07:47:21.398273","PRD-EEK4-R533282","3","ORD-12YM3","Pending","533283"
"ORD-RXCH1","ORD-RXCH1","normal","2937","queued","2024-02-05T07:58:28.712799","PRD-Q15L-R957594","5","ORD-RXCH1","Pending","957595"
"ORD-QVHB1","ORD-QVHB1","high","2950","queued","2024-02-05T08:11:33.402261","PRD-MMYZ-R117376","3","ORD-QVHB1","Pending","117377"
"ORD-5R39S","ORD-5R39S","normal","2951","queued","2024-02-05T08:14:41.695139","PRD-SUY3-R596881","5","ORD-5R39S","Pending","596882"
"ORD-ILNRA","ORD-ILNRA","urgent","2959","queued","2024-02-05T08:28:15.058386","PRD-GGR5-R305138","1","ORD-ILNRA","Pending","305139"
"ORD-L158R","ORD-L158R","urgent","2963","queued","2024-02-05T08:29:54.531128","PRD-0NVR-R806935","2","ORD-L158R","Pending","806936"
"ORD-Z8RYQ","ORD-Z8RYQ","high","2966","queued","2024-02-05T08:36:18.908775","PRD-1YVG-R541146","5","ORD-Z8RYQ","Pending","541147"
"ORD-B55LR","ORD-B55LR","normal","2970","queued","2024-02-05T08:40:36.118438","PRD-FGNH-R108217","1","ORD-B55LR","Pending","108218"
"ORD-RPO9M","ORD-RPO9M","high","2974","queued","2024-02-05T08:44:38.549458","PRD-87H4-R259785","2","ORD-RPO9M","Pending","259786"
"ORD-AFSAX","ORD-AFSAX","normal","2978","queued","2024-02-05T08:47:23.363069","PRD-QL35-R754706","4","ORD-AFSAX","Pending","754707"
"ORD-8VND7","ORD-8VND7","high","2988","queued","2024-02-05T08:54:26.138330","PRD-6V6J-R138632","3","ORD-8VND7","Pending","138633"
"ORD-KRHAB","ORD-KRHAB","high","2990","queued","2024-02-05T08:57:38.033977","PRD-B4FR-R710510","1","ORD-KRHAB","Pending","710511"
"ORD-YML3G","ORD-YML3G","urgent","2997","queued","2024-02-05T09:07:11.505952","PRD-8EQQ-R977202","1","ORD-YML3G","Pending","977203"
"ORD-R970A","ORD-R970A","urgent","3003","queued","2024-02-05T09:17:03.698446","PRD-T3QF-R863453","2","ORD-R970A","Pending","863454"
"ORD-OT1UP","ORD-OT1UP","high","3014","queued","2024-02-05T09:24:23.765378","PRD-560W-R125344","4","ORD-OT1UP","Pending","125345"
"ORD-XOCH3","ORD-XOCH3","normal","3018","queued","2024-02-05T09:29:12.709501","PRD-4MJB-R115055","4","ORD-XOCH3","Pending","115056"
"ORD-GWJXM","ORD-GWJXM","high","3022","queued","2024-02-05T09:33:42.603492","PRD-SR0R-R281077","3","ORD-GWJXM","Pending","281078"
"ORD-AQFA2","ORD-AQFA2","normal","3024","queued","2024-02-05T09:37:55.703768","PRD-5M2O-R213166","2","ORD-AQFA2","Pending","213167"
"ORD-WHZDM","ORD-WHZDM","urgent","3027","queued","2024-02-05T09:39:34.092810","PRD-GNG3-R556743","5","ORD-WHZDM","Pending","556744"
"ORD-AFLAL","ORD-AFLAL","normal","3038","queued","2024-02-05T09:49:21.607989","PRD-9ZMH-R547413","2","ORD-AFLAL","Pending","547414"
"ORD-66J3W","ORD-66J3W","normal","3065","queued","2024-02-05T10:18:29.441299","PRD-527I-R574857","1","ORD-66J3W","Pending","574858"
"ORD-PKC8T","ORD-PKC8T","urgent","3082","queued","2024-02-05T10:40:14.690633","PRD-ENLR-R350669","4","ORD-PKC8T","Pending","350670"
"ORD-3OLGX","ORD-3OLGX","normal","3087","queued","2024-02-05T10:42:44.524890","PRD-ER8S-R259639","5","ORD-3OLGX","Pending","259640"
"ORD-RSYM9","ORD-RSYM9","urgent","3089","queued","2024-02-05T10:44:37.993552","PRD-7CU6-R2804","5","ORD-RSYM9","Pending","2805"
"ORD-DKV5I","ORD-DKV5I","urgent","3098","queued","2024-02-05T10:56:14.826583","PRD-G5LR-R196687","5","ORD-DKV5I","Pending","196688"
"ORD-EKPO0","ORD-EKPO0","normal","3105","queued","2024-02-05T11:04:24.049032","PRD-DCQM-R6396","1","ORD-EKPO0","Pending","6397"
"ORD-IGKQX","ORD-IGKQX","normal","3112","queued","2024-02-05T11:09:12.479670","PRD-3CIS-R969945","3","ORD-IGKQX","Pending","969946"
"ORD-86EWM","ORD-86EWM","normal","3116","queued","2024-02-05T11:13:42.572792","PRD-NJFA-R186696","3","ORD-86EWM","Pending","186697"
"ORD-UW472","ORD-UW472","urgent","3120","queued","2024-02-05T11:16:54.426295","PRD-K1TA-R972839","5","ORD-UW472","Pending","972840"
"ORD-JMKK8","ORD-JMKK8","high","3129","queued","2024-02-05T11:26:38.338075","PRD-I9LA-R357838","3","ORD-JMKK8","Pending","357839"
"ORD-VNS19","ORD-VNS19","normal","3130","queued","2024-02-05T11:28:57.345335","PRD-285S-R639928","1","ORD-VNS19","Pending","639929"
"ORD-9WU4L","ORD-9WU4L","high","3140","queued","2024-02-05T11:41:12.041652","PRD-AX6X-R310061","1","ORD-9WU4L","Pending","310062"
"ORD-Z2GMB","ORD-Z2GMB","urgent","3147","queued","2024-02-05T11:44:01.315295","PRD-62N1-R950021","5","ORD-Z2GMB","Pending","950022"
"ORD-77NT1","ORD-77NT1","urgent","3179","queued","2024-02-05T12:14:16.140206","PRD-H95N-R845471","1","ORD-77NT1","Pending","845472"
"ORD-TZ18V","ORD-TZ18V","normal","3192","queued","2024-02-05T12:34:42.585907","PRD-K615-R415355","4","ORD-TZ18V","Pending","415356"
"ORD-UBOQB","ORD-UBOQB","high","3196","queued","2024-02-05T12:39:18.425142","PRD-FAZK-R92911","4","ORD-UBOQB","Pending","92912"
"ORD-QA0RY","ORD-QA0RY","urgent","3200","queued","2024-02-05T12:42:58.451120","PRD-XFEN-R874991","2","ORD-QA0RY","Pending","874992"
"ORD-RDS8C","ORD-RDS8C","high","3204","queued","2024-02-05T12:48:03.034778","PRD-D3VP-R868581","2","ORD-RDS8C","Pending","868582"
"ORD-XELQ3","ORD-XELQ3","high","3212","queued","2024-02-05T12:50:21.291022","PRD-4YAG-R683722","4","ORD-XELQ3","Pending","683723"
"ORD-5S9HC","ORD-5S9HC","urgent","3213","queued","2024-02-05T12:51:17.557383","PRD-7LP5-R735410","3","ORD-5S9HC","Pending","735411"
"ORD-8XHQA","ORD-8XHQA","urgent","3216","queued","2024-02-05T12:51:42.404755","PRD-KQYQ-R837836","2","ORD-8XHQA","Pending","837837"
